course_name,course_url,course_logo_url,category,difficulty,description,rating,enrollment_count
Generative AI: Shaping Work and Tasks,https://www.coursera.org/learn/generative-ai-shaping-work-and-tasks,https://s3.amazonaws.com/coursera-course-photos/2e/9a5edd42834c7a80d9f16967bff0f5/Course-2-1-.jpg,Automation,BEGINNER,"Journalism, Emerging Technologies, Digital Transformation, Education and Training, Job Analysis, Marketing Analytics, Marketing, Economics, Business Economics, Analysis",4.3,7
Advanced Tableau - Data Model,https://www.coursera.org/learn/advanced-tableau-data-model,https://s3.amazonaws.com/coursera-course-photos/bd/90776371b546a6aa83a3b21a82b527/Union-Mark_navy-large.png,Star Schema,ADVANCED,"Data Modeling, Extract, Transform, Load, Performance Tuning, Tableau Software, Data Manipulation, Data Transformation, Relational Databases, Data Integration",5,1
Corrección de Color en DaVinci Resolve,https://www.coursera.org/learn/correccin-de-color-en-davinci-resolve,https://s3.amazonaws.com/coursera-course-photos/a4/f660609fca4eb4bd2c2983b994a540/software-md.jpg,Color Theory,BEGINNER,"Post-Production, Editing, Timelines, Graphical Tools, File Management",5,1
Fundamentals of Risk-Based and White-Box Test Techniques,https://www.coursera.org/learn/fundamentals-of-risk-based-and-white-box-test-techniques,https://s3.amazonaws.com/coursera-course-photos/95/58b0b16d664c3ea4fe9b801823575c/Fundamentals-of-Risk-Based-Testing-and-White-Box-Test-Techniques.png,Software Testing,ADVANCED,"Code Coverage, Test Case, Application Programming Interface (API), Unit Testing, Test Tools, Integration Testing, Risk Analysis, Software Quality Assurance, Risk Management",1.5,2
Programar desde cero en pseudocódigo,https://www.coursera.org/learn/programar-desde-cero-en-pseudocodigo,https://s3.amazonaws.com/coursera-course-photos/dc/cde196fe084529b2e721eea93962c1/PC429-5-Programar-desde-cero-en-pseudocodigo.jpg,Computational Thinking,INTERMEDIATE,"Pseudocode, Algorithms, Programming Principles, Computer Programming, Computational Logic, Logical Reasoning",5,3
Primeros Auxilios Psicológicos. DANA 2024. Intervinientes,https://www.coursera.org/learn/pap-primeros-auxilios-psicologicos-especial-dana-intervinientes-sanitarios,https://s3.amazonaws.com/coursera-course-photos/5e/67698f98594e9da09c605bd54da91a/PAP-DANA.png,Resilience,BEGINNER,"Crisis Intervention, Education and Training, Emergency Response, Emotional Intelligence, Stress Management, Mental Health, Empathy, Community and Social Work, Behavioral Health, Communication",,0
Fundamentals of Sensors,https://www.coursera.org/learn/fundamentals-of-sensors,https://s3.amazonaws.com/coursera-course-photos/6c/046e0ad50b4796ad9b3835ac70137b/Course-Image-800x800.png,Electronic Systems,BEGINNER,"System Design and Implementation, Internet Of Things, Electronic Hardware, Embedded Systems, Electronic Components, Medical Science and Research, Engineering Design Process, Manufacturing Processes, Computer-Aided Design",5,2
" System Hacking, Malware Threats, and Network Attacks",https://www.coursera.org/learn/packt-system-hacking-malware-threats-and-network-attacks-nhabg,https://s3.amazonaws.com/coursera-course-photos/a8/09f22ba14e4d39b5be07dc304e6638/V22294.jpg,Vulnerability Assessments,INTERMEDIATE,"Distributed Denial-Of-Service (DDoS) Attacks, Vulnerability Management, Cybersecurity, Threat Modeling, Malware Protection, Penetration Testing, Threat Detection, Cyber Attacks, Network Security, Intrusion Detection and Prevention, Information Systems Security, Security Awareness, Lightweight Directory Access Protocols, Network Protocols",5,2
Delivering Value and Managing Stakeholders in Agile,https://www.coursera.org/learn/packt-delivering-value-and-managing-stakeholders-in-agile-hwsd6,https://s3.amazonaws.com/coursera-course-photos/f9/32381dcd454e6680814e52666627aa/V22319.jpg,Agile Project Management,INTERMEDIATE,"Risk Management, Agile Methodology, User Story, Stakeholder Management, Stakeholder Engagement, Continuous Improvement Process, Leadership, Earned Value Management, Contract Management, Technical Communication, Conflict Management, Communication, Prioritization",,0
Foundations of Diversity and Inclusion at Work TeachOut,https://www.coursera.org/learn/foundations-of-diversity-and-inclusion-at-work-teachout,https://s3.amazonaws.com/coursera-course-photos/6d/49076d35664a96b9d958a37d113039/crowd-of-young-and-elderly-men-and-women-in-trendy-hipster-clothes-vector-id1202344480.jpg,Diversity Equity and Inclusion Initiatives,BEGINNER,"Diversity and Inclusion, Diversity Awareness, Organizational Development, Organizational Change, Cultural Diversity, Human Resource Strategy, Conflict Management, Leadership, Communication",4.4,150
Entender el diseño,https://www.coursera.org/learn/entender-diseno,https://s3.amazonaws.com/coursera-course-photos/e7/53ca4061f811e5979b3b5fe41ed8af/Understanding-Design-Image.png,Design Research,MIXED,"Design Thinking, Creative Thinking, Design, Design Strategies, Aesthetics, User Experience Design, Innovation, Graphic Design, Critical Thinking and Problem Solving",4.8,550
Structural Equation Model and its Applications | 结构方程模型及其应用 (普通话),https://www.coursera.org/learn/jiegou-fangcheng-moxing,https://s3.amazonaws.com/coursera-course-photos/6c/123a50df8011e5874311b396eb0d27/SEM.png,SPSS,MIXED,"Social Sciences, Statistical Modeling, Quantitative Research, Statistical Methods, Statistical Analysis, Correlation Analysis, Data Analysis Software, Sociology, Mathematical Modeling, Regression Analysis, Data Analysis",4.8,92
Luther and the West,https://www.coursera.org/learn/luther-and-the-west,https://s3.amazonaws.com/coursera-course-photos/31/c18900751c11e6be8cb3a46688f862/Luther-Coursera-Logo-01.jpg,Liberal Arts,MIXED,"Social Studies, Culture, International Relations, Socioeconomics, Cultural Diversity, Diversity Awareness, Sociology, Political Sciences",4.6,101
Moses' Face: Moses' images as reflected in Jewish literature,https://www.coursera.org/learn/moses,https://s3.amazonaws.com/coursera-course-photos/b1/b8a320c2cd11e5a0e8a990d5f51536/800px-Rembrandt_-_Moses_with_the_Ten_Commandments_-_Google_Art_Project.jpg,Research,MIXED,"Liberal Arts, Storytelling, Timelines",4.7,65
Master Class for Corporate Entrepreneurs,https://www.coursera.org/learn/corporate-entrepreneurship-project,https://s3.amazonaws.com/coursera-course-photos/77/c36100710f11e6880e878e89e27f81/shutterstock_137421857.jpg,Proposal Development,BEGINNER,"Innovation, Market Opportunities, Entrepreneurship, Business Modeling, New Business Development, Corporate Strategy, Corporate Finance, New Product Development, Business Strategy, Competitive Analysis, Value Propositions, Customer Insights",4.8,95
Intimacy of Creativity: Entering the Minds of Composers,https://www.coursera.org/learn/intimacy-creativity-entering-minds-composers,https://s3.amazonaws.com/coursera-course-photos/31/d2f6fb09944a918f74d7354258062f/IC-MOOC-course-image.jpg,Creativity,INTERMEDIATE,"Aesthetics, Storytelling",4.6,74
